UH_R	1197.986
AH_N	2010.124
T_SIL	0.000
Z_SIL	0.000
SIL_S	0.000
IY_SIL	0.000
EH_IY	0.000
D_SIL	0.000
N_SIL	0.000
S_SIL	0.000
SIL_K	0.000
R_SIL	0.000
AA_IY	394.474
SIL_P	0.000
IH_NG	2315.251
S_T	711.205
AH_L	787.473
NG_SIL	0.000
AO_UH	0.000
L_SIL	0.000
N_T	1654.936
SIL_B	0.000
SIL_D	0.000
SIL_F	0.000
SIL_R	0.000
SIL_M	0.000
R_IY	708.154
SIL_IH	0.000
N_D	1222.652
SIL_T	0.000
SIL_L	0.000
R_AH	787.473
R_EH	708.154
SIL_AH	0.000
EH_N	1930.805
AO_R	1197.986
K_AH	1504.083
L_IY	708.154
SH_AH	760.936
T_AH	1219.757
SIL_W	0.000
IY_T	1140.438
S_AH	612.030
IY_N	1930.805
R_IH	708.154
IH_N	1930.805
IH_K	1524.884
AH_T	1219.757
K_SIL	0.000
P_R	2094.922
T_IH	1140.438
AH_M	2097.817
AH_S	612.030
SIL_HH	0.000
D_IH	708.154
N_S	2366.141
M_AH	2097.817
T_S	711.205
IY_Z	340.277
K_S	1088.422
AE_N	2010.124
SIL_N	0.000
L_EH	708.154
SIL_EH	0.000
AA_R	787.473
EH_R	708.154
T_EH	1140.438
T_R	432.284
T_UH	1630.270
S_EH	772.561
EH_K	1524.884
M_SIL	0.000
R_AA	787.473
K_T	1081.993
SIL_AE	0.000
SIL_G	0.000
T_IY	1140.438
L_AH	787.473
R_D	0.000
AA_UH	410.513
D_AH	787.473
S_IH	772.561
AH_D	787.473
IH_S	772.561
IY_D	708.154
K_AA	1504.083
IH_L	708.154
N_AH	2010.124
IH_T	1140.438
R_Z	711.205
EH_S	772.561
R_T	432.284
SIL_AA	0.000
L_IH	708.154
SIL_AO	0.000
N_Z	1933.857
P_EH	1701.924
IY_S	772.561
M_EH	2492.292
L_AA	787.473
L_AO	1197.986
Y_UW	804.988
EH_L	708.154
S_P	1054.912
AH_P	1307.450
AH_K	1504.083
P_L	2094.922
W_EH	1187.318
IY_L	708.154
IY_SH	628.225
P_SIL	0.000
AE_K	1504.083
AH_B	875.166
R_AO	1197.986
SIL_JH	0.000
UH_N	2420.638
UH_SIL	0.000
IY_M	2492.292
IY_K	1524.884
P_UH	1283.161
B_IH	1269.640
M_IH	2492.292
M_P	1654.936
V_SIL	0.000
F_AO	1300.552
G_R	1081.993
IH_V	1187.318
P_AA	1307.450
D_UH	1197.986
IY_AH	394.474
P_AH	1307.450
IY_V	1187.318
SIL_CH	0.000
AA_N	2010.124
B_AH	875.166
N_IH	1930.805
SIL_SH	0.000
AH_Z	179.746
K_L	1514.277
K_R	1514.277
R_AE	787.473
V_UH	868.268
IH_D	708.154
D_Z	711.205
T_AA	1219.757
D_EH	708.154
S_K	1088.422
UH_T	1630.270
D_IY	708.154
D_R	0.000
IH_Z	340.277
R_M	2885.290
R_N	1222.652
JH_AH	787.473
K_EH	1524.884
L_Z	711.205
M_AA	2097.817
F_AH	1225.128
F_IH	1619.602
IH_R	708.154
IH_SH	628.225
K_IH	1524.884
S_AA	612.030
SIL_Y	0.000
AE_T	1219.757
R_S	1143.489
AE_S	612.030
K_AO	1914.596
UW_SIL	0.000
AO_IY	804.988
IH_M	2492.292
TH_SIL	0.000
F_UH	1300.552
UH_L	1197.986
V_IH	1187.318
W_AA	792.844
AO_L	1197.986
EH_T	1140.438
SIL_V	0.000
AH_F	1225.128
B_R	1662.638
EH_D	708.154
F_EH	1619.602
F_SIL	0.000
JH_SIL	0.000
K_W	2296.926
L_AE	787.473
N_AA	2010.124
S_IY	772.561
V_AH	792.844
M_AE	2097.817
P_AO	1283.161
AA_L	787.473
AA_P	1307.450
AH_SIL	0.000
AH_V	792.844
F_AA	1225.128
IY_P	1701.924
N_IY	1930.805
S_UH	1022.543
UH_K	1914.596
B_AA	875.166
B_UH	850.877
CH_SIL	0.000
IH_F	1619.602
L_D	0.000
N_EH	1930.805
R_UW	1197.986
B_EH	1269.640
EH_V	1187.318
P_IH	1701.924
R_K	1514.277
W_IH	1187.318
AH_JH	787.473
B_L	1662.638
N_AO	2420.638
W_UH	868.268
Y_AH	394.474
AH_G	1071.799
SIL_TH	0.000
AA_K	1504.083
HH_AA	432.284
T_AE	1219.757
Z_AH	179.746
EH_M	2492.292
W_AH	792.844
F_R	2012.600
K_AE	1504.083
T_AO	1630.270
DH_UH	1561.354
NG_K	1654.936
P_AE	1307.450
S_AO	1022.543
Z_IH	340.277
N_UH	2420.638
UH_Z	590.259
CH_UH	1630.270
EH_P	1701.924
HH_EH	826.758
IH_P	1701.924
JH_EH	708.154
K_SH	1103.037
AE_D	787.473
D_AA	787.473
IY_UH	804.988
M_Z	2277.563
T_L	432.284
AE_M	2097.817
IH_G	1092.600
L_T	432.284
N_JH	1222.652
R_L	0.000
SIL_IY	0.000
AE_L	787.473
G_AH	1071.799
UH_D	1197.986
HH_AE	432.284
L_UH	1197.986
P_IY	1701.924
V_AA	792.844
W_AO	868.268
K_UH	1914.596
M_IY	2492.292
UW_Z	590.259
AA_M	2097.817
AA_T	1219.757
B_AE	875.166
F_T	1580.316
L_UW	1197.986
T_UW	1630.270
M_AO	2073.529
P_T	1662.638
UW_N	2420.638
Z_D	711.205
CH_EH	1140.438
G_EH	1092.600
HH_AO	842.797
IY_IH	0.000
N_SH	2308.174
SIL_UH	0.000
AE_F	1225.128
F_IY	1619.602
F_L	2012.600
UW_T	1630.270
AE_P	1307.450
B_AO	850.877
CH_AH	1219.757
IY_JH	708.154
P_S	1054.912
SH_SIL	0.000
V_EH	1187.318
V_Z	972.590
IY_B	1269.640
JH_UH	1197.986
N_K	2736.928
R_G	1081.993
UH_S	1022.543
UW_S	1022.543
AE_NG	2294.450
F_AE	1225.128
G_UH	1482.312
IH_JH	708.154
M_B	1222.652
R_V	1580.316
S_L	1143.489
SIL_DH	0.000
B_IY	1269.640
G_AA	1071.799
G_Z	1088.422
N_F	3235.252
N_V	2802.968
N_Y	1930.805
SH_IH	628.225
IH_CH	1140.438
JH_AO	1197.986
JH_IH	708.154
K_Y	1524.884
NG_G	1222.652
UH_P	1283.161
UW_M	2073.529
UW_V	868.268
Y_UH	804.988
ZH_AH	328.652
AA_D	787.473
AH_W	792.844
AO_K	1914.596
G_SIL	0.000
IY_R	708.154
K_IY	1524.884
L_Y	708.154
M_UH	2073.529
NG_Z	2311.074
R_P	2094.922
V_D	1580.316
W_IY	1187.318
AA_S	612.030
AA_SIL	0.000
AO_F	1300.552
D_UW	1197.986
G_AO	1482.312
G_IH	1092.600
IY_CH	1140.438
IY_F	1619.602
R_JH	0.000
S_UW	1022.543
SH_UH	1171.450
UW_D	1197.986
Z_IY	340.277
AA_B	875.166
AE_Z	179.746
EH_F	1619.602
EH_Z	340.277
S_AE	612.030
S_M	2709.847
SH_IY	628.225
TH_IH	1613.431
UW_AH	410.513
Z_EH	340.277
AH_CH	1219.757
AH_NG	2294.450
AO_NG	2704.964
D_AE	787.473
EH_SH	628.225
L_V	1580.316
N_AE	2010.124
N_CH	1654.936
S_W	1404.874
SH_AA	760.936
TH_R	1589.594
UH_UH	0.000
AE_R	787.473
AH_SH	760.936
AO_S	1022.543
AO_T	1630.270
G_L	1081.993
L_F	2012.600
N_TH	2812.245
N_UW	2420.638
R_CH	432.284
SH_AO	1171.450
SH_EH	628.225
T_M	3317.574
UW_L	1197.986
V_AE	792.844
V_IY	1187.318
AE_B	875.166
AH_DH	1150.841
CH_IH	1140.438
CH_IY	1140.438
EH_G	1092.600
HH_IH	826.758
IY_EH	0.000
JH_IY	708.154
P_Y	1701.924
UW_P	1283.161
UW_SH	1171.450
AE_CH	1219.757
B_SIL	0.000
CH_AE	1219.757
D_L	0.000
DH_EH	1181.147
G_Y	1092.600
HH_AH	432.284
K_CH	1081.993
M_UW	2073.529
R_F	2012.600
R_TH	1589.594
UH_IH	804.988
UH_SH	1171.450
UH_V	868.268
AA_Z	179.746
B_JH	1662.638
B_Y	1269.640
CH_AA	1219.757
D_AO	1197.986
G_N	2304.644
HH_UH	842.797
IY_AO	804.988
T_W	2012.600
TH_UH	1993.638
AE_V	792.844
D_V	1580.316
F_Y	1619.602
M_D	2885.290
P_SH	1203.818
S_CH	711.205
SH_UW	1171.450
Z_AE	179.746
ZH_UH	739.166
AA_SH	760.936
AE_G	1071.799
AE_TH	1583.125
AH_TH	1583.125
CH_T	0.000
CH_UW	1630.270
EH_JH	708.154
IH_ZH	195.941
IY_G	1092.600
IY_TH	1613.431
L_M	2885.290
L_S	1143.489
M_Y	2492.292
N_L	1222.652
R_B	1662.638
R_SH	1085.523
R_W	1580.316
S_F	972.590
UH_M	2073.529
Z_UH	590.259
AH_R	787.473
AO_N	2420.638
D_M	2885.290
EH_DH	1181.147
EH_ZH	195.941
IY_W	1187.318
JH_AA	787.473
JH_AE	787.473
JH_UW	1197.986
L_K	1514.277
L_P	2094.922
N_M	1662.638
SH_T	653.239
TH_AO	1993.638
UH_TH	1993.638
V_AO	868.268
V_R	1580.316
V_Y	1187.318
AA_G	1071.799
AE_SH	760.936
D_W	1580.316
DH_AE	1150.841
EH_TH	1613.431
G_AE	1071.799
HH_IY	826.758
JH_D	0.000
M_W	1624.373
R_DH	1157.309
T_N	1654.936
TH_IY	1613.431
UH_AH	410.513
UH_CH	1630.270
UW_EH	804.988
V_M	1624.373
AA_CH	1219.757
AA_DH	1150.841
AA_F	1225.128
AA_JH	787.473
AE_DH	1150.841
AO_D	1197.986
B_S	1487.196
CH_AO	1630.270
IH_HH	826.758
IY_AE	394.474
IY_DH	1181.147
IY_HH	826.758
JH_M	2885.290
